# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
2

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,WingGeom,0,OBFCTCJUKN,0,0,1,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,22,17
# x,y,z,u,w
5.106952521294776393e-01, 2.433655896270155508e-02, 5.805329302642926043e-03, 1.270406210695602223e+00, 3.831146375123280379e+00
5.612114265984474715e-01, 2.433655896271199118e-02, -1.179414835162459095e-03, 1.270406210695602223e+00, 4.000000000000000000e+00
5.592774591309050969e-01, 4.982765790087757135e-02, -1.151390385693180484e-03, 1.553640643343271677e+00, 0.000000000000000000e+00
5.112069047314508063e-01, 4.982765790087960445e-02, -9.851362849604864552e-03, 1.553640643343271677e+00, 1.688536248767197878e-01
4.389492959432805819e-01, 4.982765790088261593e-02, -1.631413916519066157e-02, 1.553640643343271677e+00, 4.296739212167498545e-01
3.408483352436375569e-01, 4.982765790088707070e-02, -1.991654125199915706e-02, 1.553640643343271677e+00, 7.825343274461838972e-01
2.328123266389519330e-01, 4.982765790089161567e-02, -2.126209261007724893e-02, 1.553640643343271677e+00, 1.170886583752794641e+00
1.378572439424079477e-01, 4.982765790089570268e-02, -2.111759651916754466e-02, 1.553640643343271677e+00, 1.512188741763303979e+00
6.956221220318772880e-02, 4.982765790089861702e-02, -1.999640675342178806e-02, 1.553640643343271677e+00, 1.757701869842767550e+00
2.736299745147226237e-02, 4.982765790090039337e-02, -1.658173413386606482e-02, 1.553640643343271677e+00, 1.910015230499295669e+00
1.351077009607897644e-02, 4.982765790090094848e-02, 4.510606737883004168e-04, 1.553640643343271677e+00, 2.000000000000000000e+00
2.623261228633745959e-02, 4.982765790090046276e-02, 2.037488648706134789e-02, 1.553640643343271677e+00, 2.089984769500704331e+00
6.459717123723839050e-02, 4.982765790089879743e-02, 4.017829623346266810e-02, 1.553640643343271677e+00, 2.242298130157232450e+00
1.323973851317742090e-01, 4.982765790089593860e-02, 5.617371625822632775e-02, 1.553640643343271677e+00, 2.487811258236695799e+00
2.290965621917210315e-01, 4.982765790089180996e-02, 5.381996823436505789e-02, 1.553640643343271677e+00, 2.829113416247205137e+00
3.374309612712752537e-01, 4.982765790088720947e-02, 3.240558155470264767e-02, 1.553640643343271677e+00, 3.217465672553815992e+00
4.362738841467502793e-01, 4.982765790088275470e-02, 1.516886226930831694e-02, 1.553640643343271677e+00, 3.570326078783250257e+00
5.098276221843084377e-01, 4.982765790087965996e-02, 5.686671862695624052e-03, 1.553640643343271677e+00, 3.831146375123280379e+00
5.592774591309050969e-01, 4.982765790087757135e-02, -1.151390385693180484e-03, 1.553640643343271677e+00, 4.000000000000000000e+00
5.571347748684587486e-01, 7.252761188235526402e-02, -1.120341493791298174e-03, 1.805862354248498614e+00, 0.000000000000000000e+00
5.104162978715204302e-01, 7.252761188235590240e-02, -9.575666581731279506e-03, 1.805862354248498614e+00, 1.688536248767197878e-01
4.401910666697272934e-01, 7.252761188235645751e-02, -1.585674799717732772e-02, 1.805862354248498614e+00, 4.296739212167498545e-01
3.448493693004975880e-01, 7.252761188236031553e-02, -1.935793741442943389e-02, 1.805862354248498614e+00, 7.825343274461838972e-01
2.398520618812387262e-01, 7.252761188236116208e-02, -2.066576518088533015e-02, 1.805862354248498614e+00, 1.170886583752794641e+00
1.475677550091701318e-01, 7.252761188236320211e-02, -2.052544084269940228e-02, 1.805862354248498614e+00, 1.512188741763303979e+00
8.119363792888867337e-02, 7.252761188236375722e-02, -1.943586383338410592e-02, 1.805862354248498614e+00, 1.757701869842767550e+00
4.018134523501099703e-02, 7.252761188236409029e-02, -1.611728259147427941e-02, 1.805862354248498614e+00, 1.910015230499295669e+00
2.671871643648606603e-02, 7.252761188236420131e-02, 4.364196907115014596e-04, 1.805862354248498614e+00, 2.000000000000000000e+00
3.908271223923094617e-02, 7.252761188236409029e-02, 1.979986783883601331e-02, 1.805862354248498614e+00, 2.089984769500704331e+00
7.636817916676090501e-02, 7.252761188236378498e-02, 3.904631586859836495e-02, 1.805862354248498614e+00, 2.242298130157232450e+00
1.422613766274036240e-01, 7.252761188236325762e-02, 5.459191380605343813e-02, 1.805862354248498614e+00, 2.487811258236695799e+00
2.362407246923521609e-01, 7.252761188236121759e-02, 5.230447850324639048e-02, 1.805862354248498614e+00, 2.829113416247205137e+00
3.415280556157505587e-01, 7.252761188236034329e-02, 3.149253119637702991e-02, 1.805862354248498614e+00, 3.217465672553815992e+00
4.375908697963404315e-01, 7.252761188235647138e-02, 1.474073642756191377e-02, 1.805862354248498614e+00, 3.570326078783250257e+00
5.090757924338794593e-01, 7.252761188235587464e-02, 5.525332357187603266e-03, 1.805862354248498614e+00, 3.831146375123280379e+00
5.571347748684587486e-01, 7.252761188235526402e-02, -1.120341493791298174e-03, 1.805862354248498614e+00, 4.000000000000000000e+00
5.552710743455160358e-01, 9.000000000000005218e-02, -1.093335258160271772e-03, 2.000000000000000000e+00, 0.000000000000000000e+00
5.098859238237316571e-01, 8.999999999999999667e-02, -9.308454559206209844e-03, 2.000000000000000000e+00, 1.688536248767197878e-01
4.416647451558728399e-01, 8.999999999999999667e-02, -1.541191177128510559e-02, 2.000000000000000000e+00, 4.296739212167498545e-01
3.490437462908574373e-01, 9.000000000000002442e-02, -1.881537807087690223e-02, 2.000000000000000000e+00, 7.825343274461838972e-01
2.470426142927916180e-01, 8.999999999999996891e-02, -2.008829256941911667e-02, 2.000000000000000000e+00, 1.170886583752794641e+00
1.573916784595192908e-01, 8.999999999999996891e-02, -1.995408730018786297e-02, 2.000000000000000000e+00, 1.512188741763303979e+00
9.291155173060822170e-02, 8.999999999999996891e-02, -1.889712293535983356e-02, 2.000000000000000000e+00, 1.757701869842767550e+00
5.306948722824669784e-02, 8.999999999999996891e-02, -1.567417875829609300e-02, 2.000000000000000000e+00, 1.910015230499295669e+00
3.999064127285360815e-02, 9.000000000000001055e-02, 4.068476806401094352e-04, 2.000000000000000000e+00, 2.000000000000000000e+00
5.200138113852139504e-02, 9.000000000000005218e-02, 1.921803446200177554e-02, 2.000000000000000000e+00, 2.089984769500704331e+00
8.822244940373626110e-02, 8.999999999999994116e-02, 3.791613090510805723e-02, 2.000000000000000000e+00, 2.242298130157232450e+00
1.522349985397225547e-01, 9.000000000000002442e-02, 5.301963829443899490e-02, 2.000000000000000000e+00, 2.487811258236695799e+00
2.435326560093547532e-01, 9.000000000000005218e-02, 5.079962976340136188e-02, 2.000000000000000000e+00, 2.829113416247205137e+00
3.458160424747303008e-01, 9.000000000000002442e-02, 3.058397359604363847e-02, 2.000000000000000000e+00, 3.217465672553815992e+00
4.391380448851954776e-01, 8.999999999999994116e-02, 1.431240025499590229e-02, 2.000000000000000000e+00, 3.570326078783250257e+00
5.085833242464745663e-01, 9.000000000000002442e-02, 5.361600057035837211e-03, 2.000000000000000000e+00, 3.831146375123280379e+00
5.552710743455160358e-01, 9.000000000000005218e-02, -1.093335258160271772e-03, 2.000000000000000000e+00, 4.000000000000000000e+00
5.512091142104124097e-01, 1.021347512558796466e-01, -1.154622230500060775e-03, 2.142727185609540896e+00, 0.000000000000000000e+00
5.071085540133704050e-01, 1.021814524183286832e-01, -8.662554950733898987e-03, 2.142727185609540896e+00, 1.688536248767197878e-01
4.408923025132331919e-01, 1.022158110820197974e-01, -1.418707816174642061e-02, 2.142727185609540896e+00, 4.296739212167498545e-01
3.510379667410729043e-01, 1.022370378470302821e-01, -1.760087788765872518e-02, 2.142727185609540896e+00, 7.825343274461838972e-01
2.520894616828657786e-01, 1.022470666900739261e-01, -1.921472825971219656e-02, 2.142727185609540896e+00, 1.170886583752794641e+00
1.651148178477178097e-01, 1.022475368051294631e-01, -1.929207802103813027e-02, 2.142727185609540896e+00, 1.512188741763303979e+00
1.025667925821608789e-01, 1.022396786396466278e-01, -1.803069954154225274e-02, 2.142727185609540896e+00, 1.757701869842767550e+00
6.396294674117777856e-02, 1.022176002386922106e-01, -1.448329773239969906e-02, 2.142727185609540896e+00, 1.910015230499295669e+00
5.045570808198199253e-02, 1.021254996596998865e-01, 3.208225285625111549e-04, 2.142727185609540896e+00, 2.000000000000000000e+00
6.265819973320813085e-02, 1.020147595817673808e-01, 1.812120413831616594e-02, 2.142727185609540896e+00, 2.089984769500704331e+00
9.807864004314523210e-02, 1.019065681232800002e-01, 3.551277829452992307e-02, 2.142727185609540896e+00, 2.242298130157232450e+00
1.602925701382224288e-01, 1.018209973461086798e-01, 4.926922484766077526e-02, 2.142727185609540896e+00, 2.487811258236695799e+00
2.488165809588359645e-01, 1.018322460622373554e-01, 4.746285613588437785e-02, 2.142727185609540896e+00, 2.829113416247205137e+00
3.481646531338774553e-01, 1.019441558468401482e-01, 2.947582193006912862e-02, 2.142727185609540896e+00, 3.217465672553815992e+00
4.386816808455266670e-01, 1.020394410526482276e-01, 1.416191410864516172e-02, 2.142727185609540896e+00, 3.570326078783250257e+00
5.059661678020686004e-01, 1.020944182791245491e-01, 5.326954902767033068e-03, 2.142727185609540896e+00, 3.831146375123280379e+00
5.512091142104124097e-01, 1.021347512558796466e-01, -1.154622230500060775e-03, 2.142727185609540896e+00, 4.000000000000000000e+00
5.373532371288545217e-01, 1.229447596359995593e-01, -1.296321802832535279e-03, 2.387425886722792878e+00, 0.000000000000000000e+00
4.961060033934076019e-01, 1.230506289731450875e-01, -7.555707952281433444e-03, 2.387425886722792878e+00, 1.688536248767197878e-01
4.342928066674088816e-01, 1.231270738831367478e-01, -1.207507996324362273e-02, 2.387425886722792878e+00, 4.296739212167498545e-01
3.504847248121608638e-01, 1.231842852855296599e-01, -1.545651723260748137e-02, 2.387425886722792878e+00, 7.825343274461838972e-01
2.582032466225766543e-01, 1.232204740040073743e-01, -1.759463917742062553e-02, 2.387425886722792878e+00, 1.170886583752794641e+00
1.770777677033147368e-01, 1.232276743593157531e-01, -1.801915165758660384e-02, 2.387425886722792878e+00, 1.512188741763303979e+00
1.187479489485414041e-01, 1.232014839485517377e-01, -1.647017527525920788e-02, 2.387425886722792878e+00, 1.757701869842767550e+00
8.281936424169450417e-02, 1.231340785552203221e-01, -1.248485121553346427e-02, 2.387425886722792878e+00, 1.910015230499295669e+00
6.888671045295885476e-02, 1.229224945533366198e-01, 2.583209925751674910e-05, 2.387425886722792878e+00, 2.000000000000000000e+00
8.115944805037342280e-02, 1.226540219022354550e-01, 1.589936249284935182e-02, 2.387425886722792878e+00, 2.089984769500704331e+00
1.146503216362721039e-01, 1.224001469227160160e-01, 3.090984506622707767e-02, 2.387425886722792878e+00, 2.242298130157232450e+00
1.728596880023107185e-01, 1.222075944180033014e-01, 4.229452197091828486e-02, 2.387425886722792878e+00, 2.487811258236695799e+00
2.553524340338065857e-01, 1.222262587359129460e-01, 4.118965176906072556e-02, 2.387425886722792878e+00, 2.829113416247205137e+00
3.482152152913244869e-01, 1.224649976297882553e-01, 2.707166768979853838e-02, 2.387425886722792878e+00, 3.217465672553815992e+00
4.326166741504080537e-01, 1.226933074655940231e-01, 1.357152349286207954e-02, 2.387425886722792878e+00, 3.570326078783250257e+00
4.952350172791997740e-01, 1.228366260172869678e-01, 5.097300144646889873e-03, 2.387425886722792878e+00, 3.831146375123280379e+00
5.373532371288545217e-01, 1.229447596359995593e-01, -1.296321802832535279e-03, 2.387425886722792878e+00, 4.000000000000000000e+00
5.092533633467712928e-01, 1.500480140027593001e-01, -1.192617320735151528e-03, 2.706102731057820066e+00, 0.000000000000000000e+00
4.725866979373415377e-01, 1.501924590266235648e-01, -5.880656118628584984e-03, 2.706102731057820066e+00, 1.688536248767197878e-01
4.177750144327300186e-01, 1.502936627540961689e-01, -9.165380509155041794e-03, 2.706102731057820066e+00, 4.296739212167498545e-01
3.435422265027920918e-01, 1.503941350367686558e-01, -1.242678477717392913e-02, 2.706102731057820066e+00, 7.825343274461838972e-01
2.618137906823453931e-01, 1.504765368145603854e-01, -1.510189534116013720e-02, 2.706102731057820066e+00, 1.170886583752794641e+00
1.899519979302000672e-01, 1.505018957889961706e-01, -1.592545368418584253e-02, 2.706102731057820066e+00, 1.512188741763303979e+00
1.382959793660860914e-01, 1.504469061933281782e-01, -1.414081818023017745e-02, 2.706102731057820066e+00, 1.757701869842767550e+00
1.065613454237798879e-01, 1.503141546529240813e-01, -9.832104727488013771e-03, 2.706102731057820066e+00, 1.910015230499295669e+00
9.264778236807336143e-02, 1.500198586858342842e-01, -2.809512610645354281e-04, 2.706102731057820066e+00, 2.000000000000000000e+00
1.045586013084559007e-01, 1.496129353960488073e-01, 1.292602317655533288e-02, 2.706102731057820066e+00, 2.089984769500704331e+00
1.347501570298077211e-01, 1.492467073110456122e-01, 2.481208937204883169e-02, 2.706102731057820066e+00, 2.242298130157232450e+00
1.865184030559800532e-01, 1.489876051010305402e-01, 3.322127213386823208e-02, 2.706102731057820066e+00, 2.487811258236695799e+00
2.595005255543769707e-01, 1.489957310351103792e-01, 3.295813028055295801e-02, 2.706102731057820066e+00, 2.829113416247205137e+00
3.419960077489010430e-01, 1.492836459177246944e-01, 2.361495156348761976e-02, 2.706102731057820066e+00, 3.217465672553815992e+00
4.167325160066608358e-01, 1.496226185311562706e-01, 1.261386595893162349e-02, 2.706102731057820066e+00, 3.570326078783250257e+00
4.720383116326083428e-01, 1.498615028880400102e-01, 4.860773645746182745e-03, 2.706102731057820066e+00, 3.831146375123280379e+00
5.092533633467712928e-01, 1.500480140027593001e-01, -1.192617320735151528e-03, 2.706102731057820066e+00, 4.000000000000000000e+00
4.596499536481807313e-01, 1.750123584358502238e-01, -2.830547172581003297e-04, 3.000000000000000000e+00, 0.000000000000000000e+00
4.290648962513580189e-01, 1.751533790274323599e-01, -3.512957284357082297e-03, 3.000000000000000000e+00, 1.688536248767197878e-01
3.834513606368867289e-01, 1.752483101209762750e-01, -5.687236794143107205e-03, 3.000000000000000000e+00, 4.296739212167498545e-01
3.217408679188704657e-01, 1.753762542175800743e-01, -8.617638386065103878e-03, 3.000000000000000000e+00, 7.825343274461838972e-01
2.538068050567132139e-01, 1.755006146454159699e-01, -1.146596046871989176e-02, 3.000000000000000000e+00, 1.170886583752794641e+00
1.940630729033111512e-01, 1.755462849633032119e-01, -1.251198272213015911e-02, 3.000000000000000000e+00, 1.512188741763303979e+00
1.511274969463650697e-01, 1.754677015949863139e-01, -1.071212767819446771e-02, 3.000000000000000000e+00, 1.757701869842767550e+00
1.248149066954625797e-01, 1.752848488814270633e-01, -6.524111996936748405e-03, 3.000000000000000000e+00, 1.910015230499295669e+00
1.120121952375641439e-01, 1.749907845385817728e-01, 2.110687677424564611e-04, 3.000000000000000000e+00, 2.000000000000000000e+00
1.227294554380551628e-01, 1.745406375915488084e-01, 1.052112890493267332e-02, 3.000000000000000000e+00, 2.089984769500704331e+00
1.482411515395894719e-01, 1.741573905312396864e-01, 1.929892972137533039e-02, 3.000000000000000000e+00, 2.242298130157232450e+00
1.914410383772509605e-01, 1.739092838300759780e-01, 2.498150743582384231e-02, 3.000000000000000000e+00, 2.487811258236695799e+00
2.520449053396304206e-01, 1.738938628885766391e-01, 2.533470506445979417e-02, 3.000000000000000000e+00, 2.829113416247205137e+00
3.208154425838847246e-01, 1.741240651824872698e-01, 2.006220569602144496e-02, 3.000000000000000000e+00, 3.217465672553815992e+00
3.829292710863683724e-01, 1.744900506736779822e-01, 1.167975981165939037e-02, 3.000000000000000000e+00, 3.570326078783250257e+00
4.287828999276117603e-01, 1.747795368078306488e-01, 5.049437265504485954e-03, 3.000000000000000000e+00, 3.831146375123280379e+00
4.596499536481807313e-01, 1.750123584358502238e-01, -2.830547172581003297e-04, 3.000000000000000000e+00, 4.000000000000000000e+00
3.772894155549296746e-01, 1.938589754244471053e-01, 1.441261371909377965e-03, 3.378403019456693634e+00, 0.000000000000000000e+00
3.548821020452112562e-01, 1.940012704334882765e-01, -9.220754790609911366e-04, 3.378403019456693634e+00, 1.688536248767197878e-01
3.214646614615940812e-01, 1.940970137077929758e-01, -2.512249509308160135e-03, 3.378403019456693634e+00, 4.296739212167498545e-01
2.762542501105383908e-01, 1.942260519986807321e-01, -4.655411438463191026e-03, 3.378403019456693634e+00, 7.825343274461838972e-01
2.264843311902817458e-01, 1.943514614439559307e-01, -6.738303347034553178e-03, 3.378403019456693634e+00, 1.170886583752794641e+00
1.827148645880931621e-01, 1.943974534313115676e-01, -7.502174101747093732e-03, 3.378403019456693634e+00, 1.512188741763303979e+00
1.512594706762895591e-01, 1.943180503121047231e-01, -6.183394247171607877e-03, 3.378403019456693634e+00, 1.757701869842767550e+00
1.319824760069968628e-01, 1.941334246084683857e-01, -3.117003141628623460e-03, 3.378403019456693634e+00, 1.910015230499295669e+00
1.226031619711608622e-01, 1.938365628594745371e-01, 1.813483484015163301e-03, 3.378403019456693634e+00, 2.000000000000000000e+00
1.304551509611803217e-01, 1.933821890951413769e-01, 9.360041201398681954e-03, 3.378403019456693634e+00, 2.089984769500704331e+00
1.491457885402796002e-01, 1.929953733385158521e-01, 1.578454922005832067e-02, 3.378403019456693634e+00, 2.242298130157232450e+00
1.807950490305200719e-01, 1.927450050860304853e-01, 1.994284281223566296e-02, 3.378403019456693634e+00, 2.487811258236695799e+00
2.251946462950072669e-01, 1.927295493998421316e-01, 2.019954538724448578e-02, 3.378403019456693634e+00, 2.829113416247205137e+00
2.755771362143262238e-01, 1.929620489224906088e-01, 1.633803505230496667e-02, 3.378403019456693634e+00, 3.217465672553815992e+00
3.210826957637507029e-01, 1.933316003720640108e-01, 1.020027011395558715e-02, 3.378403019456693634e+00, 3.570326078783250257e+00
3.546757660016250924e-01, 1.936239011103221830e-01, 5.345537980060007140e-03, 3.378403019456693634e+00, 3.831146375123280379e+00
3.772894155549296746e-01, 1.938589754244471053e-01, 1.441261371909377965e-03, 3.378403019456693634e+00, 4.000000000000000000e+00
3.027260112334598241e-01, 2.123250234838469919e-01, 3.125919965010465641e-03, 3.749165981869442277e+00, 0.000000000000000000e+00
2.877918472673832162e-01, 2.124452723372539376e-01, 1.553429711042285215e-03, 3.749165981869442277e+00, 1.688536248767197878e-01
2.655196633528658645e-01, 2.125261262252893801e-01, 4.961061126738770203e-04, 3.749165981869442277e+00, 4.296739212167498545e-01
2.353876553963623608e-01, 2.126350967788233626e-01, -9.288981830343518310e-04, 3.749165981869442277e+00, 7.825343274461838972e-01
2.022168204168456884e-01, 2.127409851540434660e-01, -2.313596934237439808e-03, 3.749165981869442277e+00, 1.170886583752794641e+00
1.730452311390502929e-01, 2.127797407076973402e-01, -2.820402010469883272e-03, 3.749165981869442277e+00, 1.512188741763303979e+00
1.520808319552135468e-01, 2.127125064245382335e-01, -1.941181516329434443e-03, 3.749165981869442277e+00, 1.757701869842767550e+00
1.392331855950878772e-01, 2.125563386641956543e-01, 1.010191002102922564e-04, 3.749165981869442277e+00, 1.910015230499295669e+00
1.329822389544579597e-01, 2.123053003149717455e-01, 3.383839252068337154e-03, 3.749165981869442277e+00, 2.000000000000000000e+00
1.382157488807140566e-01, 2.119211307555348145e-01, 8.407611810987532935e-03, 3.749165981869442277e+00, 2.089984769500704331e+00
1.506729775223338841e-01, 2.115941173861999314e-01, 1.268395476883995079e-02, 3.749165981869442277e+00, 2.242298130157232450e+00
1.717668038153340460e-01, 2.113825157908704455e-01, 1.545106179052522719e-02, 3.749165981869442277e+00, 2.487811258236695799e+00
2.013583435601440930e-01, 2.113695819585663938e-01, 1.562019707469546569e-02, 3.749165981869442277e+00, 2.829113416247205137e+00
2.349372088611285658e-01, 2.115663235053697744e-01, 1.304741439336366826e-02, 3.749165981869442277e+00, 3.217465672553815992e+00
2.652655973486410246e-01, 2.118789338060383387e-01, 8.959419869848364928e-03, 3.749165981869442277e+00, 3.570326078783250257e+00
2.876545781013659098e-01, 2.121261890450905907e-01, 5.726071317966794499e-03, 3.749165981869442277e+00, 3.831146375123280379e+00
3.027260112334598241e-01, 2.123250234838469919e-01, 3.125919965010465641e-03, 3.749165981869442277e+00, 4.000000000000000000e+00
2.863789278518660275e-01, 2.248201321032043676e-01, 4.238946613388585964e-03, 4.000000000000000000e+00, 0.000000000000000000e+00
2.735010089479403272e-01, 2.249387732579214982e-01, 2.882872009711883940e-03, 4.000000000000000000e+00, 1.688536248767197878e-01
2.542953097418469977e-01, 2.250186391443869671e-01, 1.970000750203976594e-03, 4.000000000000000000e+00, 4.296739212167498545e-01
2.283119443868927012e-01, 2.251262789946389120e-01, 7.396716319642076490e-04, 4.000000000000000000e+00, 7.825343274461838972e-01
1.997081284449318539e-01, 2.252309038908614225e-01, -4.561964040332277398e-04, 4.000000000000000000e+00, 1.170886583752794641e+00
1.745528728013941711e-01, 2.252693265012735702e-01, -8.953688506511470798e-04, 4.000000000000000000e+00, 1.512188741763303979e+00
1.564747355563642361e-01, 2.252032140175995734e-01, -1.396997043917822532e-04, 4.000000000000000000e+00, 1.757701869842767550e+00
1.453957501875632052e-01, 2.250493793411424415e-01, 1.618638693491969514e-03, 4.000000000000000000e+00, 1.910015230499295669e+00
1.400051348368692439e-01, 2.248019819021951637e-01, 4.446404360230558211e-03, 4.000000000000000000e+00, 2.000000000000000000e+00
1.445176654476021949e-01, 2.244232715806084022e-01, 8.775083143560211824e-03, 4.000000000000000000e+00, 2.089984769500704331e+00
1.552594322271956817e-01, 2.241008443856373766e-01, 1.246044284591247414e-02, 4.000000000000000000e+00, 2.242298130157232450e+00
1.734488582641058319e-01, 2.238921112836919081e-01, 1.484627311846594029e-02, 4.000000000000000000e+00, 2.487811258236695799e+00
1.989662759324759278e-01, 2.238791375875404110e-01, 1.499456314403852311e-02, 4.000000000000000000e+00, 2.829113416247205137e+00
2.279222916142672473e-01, 2.240728076442439765e-01, 1.278090426643881984e-02, 4.000000000000000000e+00, 3.217465672553815992e+00
2.540754825626815316e-01, 2.243807126161165288e-01, 9.261534333652393994e-03, 4.000000000000000000e+00, 3.570326078783250257e+00
2.733822736537312448e-01, 2.246242583908516222e-01, 6.477793390314438675e-03, 4.000000000000000000e+00, 3.831146375123280379e+00
2.863789278518660275e-01, 2.248201321032043676e-01, 4.238946613388585964e-03, 4.000000000000000000e+00, 4.000000000000000000e+00
2.951090817443820513e-01, 2.414649853299234705e-01, 5.697557017950688474e-03, 4.070500594098958480e+00, 0.000000000000000000e+00
